Group_Type,City,Avg_Restaurant_Count,Total_Restaurant_Count,Locality_Count,Locality,City_Count
Locality,,6.0,6,,Sector 25,1.0
Locality,,2.5,5,,Sector 26,2.0
Locality,,26.0,26,,Sector 27,1.0
Locality,,3.6666666666666665,11,,Sector 28,3.0
Locality,,15.666666666666666,47,,Sector 29,3.0
Locality,,5.0,5,,Sector 3,1.0
Locality,,1.6666666666666667,5,,Sector 30,3.0
Locality,,17.333333333333332,52,,Sector 31,3.0
Locality,,5.0,5,,Sector 33,1.0
Locality,,7.5,15,,Sector 34,2.0
Locality,,4.5,9,,Sector 35,2.0
Locality,,22.5,45,,Sector 37,2.0
Locality,,13.0,13,,Sector 38,1.0
Locality,,11.5,23,,Sector 39,2.0
Locality,,2.0,2,,Sector 4,1.0
Locality,,2.0,2,,Sector 40,1.0
Locality,,24.0,48,,Sector 41,2.0
Locality,,3.0,3,,Sector 42,1.0
Locality,,7.0,14,,Sector 43,2.0
Locality,,23.0,23,,Sector 44,1.0
Locality,,20.0,40,,Sector 45,2.0
Locality,,4.0,4,,Sector 46,1.0
Locality,,6.0,6,,Sector 47,1.0
Locality,,10.0,10,,Sector 48,1.0
Locality,,2.5,5,,Sector 49,2.0
Locality,,2.0,4,,Sector 5,2.0
Locality,,2.0,2,,"Sector 5, Salt Lake",1.0
Locality,,18.5,37,,Sector 50,2.0
Locality,,28.0,28,,Sector 51,1.0
Locality,,5.0,5,,Sector 52,1.0
Locality,,10.0,20,,Sector 53,2.0
Locality,,2.0,2,,Sector 54,1.0
Locality,,2.0,2,,Sector 55,1.0
Locality,,29.5,59,,Sector 56,2.0
Locality,,1.5,3,,Sector 57,2.0
Locality,,13.0,13,,Sector 58,1.0
Locality,,7.0,7,,Sector 59,1.0
Locality,,1.0,1,,Sector 6,1.0
Locality,,3.0,3,,Sector 60,1.0
Locality,,5.0,5,,Sector 61,1.0
Locality,,76.0,76,,Sector 62,1.0
Locality,,12.0,12,,Sector 63,1.0
Locality,,6.0,6,,Sector 65,1.0
Locality,,6.0,24,,Sector 7,4.0
Locality,,1.0,1,,Sector 70,1.0
Locality,,7.0,7,,Sector 71,1.0
Locality,,61.0,61,,Sector 72,1.0
Locality,,2.333333333333333,7,,Sector 8,3.0
Locality,,1.0,1,,Sector 83,1.0
Locality,,11.0,11,,Sector 86,1.0
Locality,,3.0,6,,Sector 9,2.0
Locality,,18.0,18,,Sector 93,1.0
Locality,,25.0,25,,"Select Citywalk Mall, Saket",1.0
Locality,,3.0,3,,Seminole Heights,1.0
Locality,,2.0,2,,Senapati Bapat Road,1.0
Locality,,2.0,2,,Senopati,1.0
Locality,,1.0,1,,Setor De Clubes Esportivos Sul,1.0
Locality,,87.0,87,,Shahdara,1.0
Locality,,1.0,1,,Shahgunj,1.0
Locality,,26.0,26,,Shahpur Jat,1.0
Locality,,27.0,27,,Shakarpur,1.0
Locality,,67.0,67,,Shalimar Bagh,1.0
Locality,,5.0,5,,"Shangri La's - Eros hotel, Janpath",1.0
Locality,,2.0,2,,Shanti Niketan Marg,1.0
Locality,,1.0,1,,Shastri Nagar,1.0
Locality,,1.0,1,,Shastri Park,1.0
Locality,,1.0,1,,Sheikh Sarai,1.0
Locality,,3.0,3,,"Sheraton New Delhi Hotel, Saket",1.0
Locality,,17.0,17,,"Shipra Mall, Indirapuram",1.0
Locality,,1.0,1,,Shivala,1.0
Locality,,1.0,1,,"Shopping Iguatemi, Lago Norte",1.0
Locality,,6.0,6,,"Shopping Mall, DLF Phase 1",1.0
Locality,,1.0,1,,"Shopping Metrï¿½ï¿½ Santa Cruz, Vila Mariana",1.0
Locality,,1.0,1,,"Shopping Morumbi, Santo Amaro",1.0
Locality,,2.0,2,,"Shopprix Mall, Sector 61, Noida",1.0
Locality,,2.0,2,,Sigra,1.0
Locality,,4.0,4,,Sikandarpur,1.0
Locality,,1.0,1,,"Silver Arc Mall, Gurdev Nagar",1.0
Locality,,1.0,1,,"Silver Spring Arcade, Science City Area",1.0
Locality,,18.0,18,,Sioux City,1.0
Locality,,2.0,2,,Siripuram,1.0
Locality,,3.0,3,,Sitabuldi,1.0
Locality,,1.0,1,,Six Mile,1.0
Locality,,1.0,1,,"Sky City Metro, Auckland CBD",1.0
Locality,,1.0,1,,"Slave Island, Colombo 02",1.0
Locality,,1.0,1,,Small Heath,1.0
Locality,,1.0,1,,Smethwick,1.0
Locality,,1.0,1,,"Sofitel Philippine Plaza Manila, Pasay City",1.0
Locality,,42.0,42,,Sohna Road,1.0
Locality,,1.0,1,,"Solenad 3, Don Jose, Santa Rosa",1.0
Locality,,1.0,1,,Souq Waqif,1.0
Locality,,2.0,2,,South City 1,1.0
Locality,,8.0,8,,South City 2,1.0
Locality,,13.0,13,,South Extension 1,1.0
Locality,,41.0,41,,South Extension 2,1.0
Locality,,1.0,1,,South Sioux City,1.0
Locality,,1.0,1,,Southern Avenue,1.0
Locality,,2.0,2,,"Southern Park Mall, Saket",1.0
Locality,,5.0,5,,"Spark Mall, Kamla Nagar",1.0
Locality,,1.0,1,,Sparkhill,1.0
Locality,,16.0,16,,"Spice World Mall, Sector 25",1.0
Locality,,3.0,3,,Spinningfields,1.0
Locality,,1.0,1,,"Spot 18 Mall, Pimple Saudagar",1.0
Locality,,1.0,1,,"Spring City Mall, Doranda",1.0
Locality,,3.0,3,,Sri Krishnapuri,1.0
Locality,,7.0,7,,"Star City Mall, Mayur Vihar Phase 1",1.0
Locality,,1.0,1,,"Status Club, Kanpur Cantonment",1.0
Locality,,51.0,51,,Subhash Nagar,1.0
Locality,,1.0,1,,Sudoeste,1.0
Locality,,2.0,2,,"Suncity Business Tower, Golf Course Road",1.0
Locality,,7.0,7,,Sunder Nagar,1.0
Locality,,1.0,1,,Sunderpur,1.0
Locality,,1.0,1,,"Sungai Pinang, Rochor",1.0
Locality,,17.0,17,,"Supermart 1, DLF Phase 4",1.0
Locality,,19.0,19,,"Supertech Shopprix Mall, Sector 61",1.0
Locality,,19.0,19,,Suraj Kund,1.0
Locality,,2.0,2,,Surya Nagar,1.0
Locality,,30.0,30,,Sushant Lok,1.0
Locality,,18.0,18,,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",1.0
Locality,,3.0,3,,Swaroop Nagar,1.0
Locality,,1.0,1,,Sylvester,1.0
Locality,,2.0,2,,T. Nagar,1.0
Locality,,1.0,1,,"T3 Domestic Arrival, Aerocity",1.0
Locality,,3.0,3,,"TDI Mall, Rajouri Garden",1.0
Locality,,3.0,3,,TT Nagar,1.0
Locality,,1.0,1,,Tagaytay City,1.0
Locality,,36.0,36,,Tagore Garden,1.0
Locality,,1.0,1,,Tagore Town,1.0
Locality,,3.0,3,,"Taj Vivanta, Khan Market",1.0
Locality,,8.0,8,,Tajganj,1.0
Locality,,1.0,1,,"Taman Impian Jaya Ancol, Ancol",1.0
Locality,,1.0,1,,Tanjung Duren,1.0
Locality,,1.0,1,,Tanunda,1.0
Locality,,1.0,1,,"Tavistock Court, Covent Garden",1.0
Locality,,15.0,15,,Te Aro,1.0
Locality,,1.0,1,,Tebet,1.0
Locality,,1.0,1,,"Telok Ayer Street, Outram",1.0
Locality,,1.0,1,,Thaltej,1.0
Locality,,1.0,1,,Thamrin,1.0
Locality,,6.0,6,,"The Ashok, Chanakyapuri",1.0
Locality,,2.0,2,,"The Atrium, Suraj Kund",1.0
Locality,,3.0,3,,"The Bristol Hotel, DLF Phase 1",1.0
Locality,,1.0,1,,"The Claremont, MG Road",1.0
Locality,,7.0,7,,"The Claridges, Aurangzeb Road",1.0
Locality,,2.0,2,,"The Club Centre, Hazelwood, Near Waterkloof",1.0
Locality,,1.0,1,,"The Crown, Nayapalli",1.0
Locality,,3.0,3,,"The Dubai Mall,Downtown Dubai",1.0
Locality,,1.0,1,,"The Fern, Sola",1.0
Locality,,1.0,1,,"The Galgotias, Sector 23",1.0
Locality,,1.0,1,,"The Gate, Dafna",1.0
Locality,,2.0,2,,"The Grand New Delhi, Vasant Kunj",1.0
Locality,,37.0,37,,"The Great India Place, Sector 38",1.0
Locality,,2.0,2,,"The Habitare Hotel, Sector 14",1.0
Locality,,9.0,9,,"The Imperial, Janpath",1.0
Locality,,8.0,8,,"The India Mall, New Friends Colony",1.0
Locality,,8.0,8,,"The Lalit New Delhi, Barakhamba Road",1.0
Locality,,1.0,1,,"The Landmark Hotel, Mall Road",1.0
Locality,,1.0,1,,"The Langham Hotel, Auckland CBD",1.0
Locality,,4.0,4,,The Leela Ambience Convention Hotel,1.0
Locality,,5.0,5,,"The Leela Palace, Chanakyapuri",1.0
Locality,,2.0,2,,"The Lodhi, Lodhi Road",1.0
Locality,,1.0,1,,"The Mailbox, Broad Street",1.0
Locality,,2.0,2,,"The Midland, Deansgate",1.0
Locality,,1.0,1,,The Milk District,1.0
Locality,,1.0,1,,"The Oberoi, Udyog Vihar",1.0
Locality,,1.0,1,,"The Ocean Pearl, Kodailbail",1.0
Locality,,3.0,3,,"The Park, Connaught Place",1.0
Locality,,1.0,1,,"The Park, Lawsons Bay",1.0
Locality,,1.0,1,,"The Pllazio Hotel, Sector 29",1.0
Locality,,2.0,2,,"The Promenade, White Town",1.0
Locality,,1.0,1,,"The Royal Retreat, Bariatu",1.0
Locality,,1.0,1,,"The Sapphire Mall, Sohna Road",1.0
Locality,,1.0,1,,"The St. Regis, Westbay",1.0
Locality,,4.0,4,,"The Suryaa New Delhi, New Friends Colony",1.0
Locality,,7.0,7,,"The Taj Mahal Hotel, Mansingh Road",1.0
Locality,,4.0,4,,"The Taj Palace Hotel, Chanakyapuri",1.0
Locality,,3.0,3,,"The Uppal, Aerocity",1.0
Locality,,3.0,3,,"The Village Restaurant Complex, Khel Gaon Marg",1.0
Locality,,1.0,1,,"The Westin Doha Hotel & Spa, Fereej Bin Mahmoud",1.0
Locality,,3.0,3,,"The Westin Gurgaon, Sector 29",1.0
Locality,,2.0,2,,"The Westin Sohna Resort & Spa, Sohna Road",1.0
Locality,,1.0,1,,Tijuca,1.0
Locality,,1.0,1,,Tilak Marg,1.0
Locality,,30.5,61,,Tilak Nagar,2.0
Locality,,1.0,1,,Tollcross,1.0
Locality,,1.0,1,,Tonk Road,1.0
Locality,,4.0,8,,Town Hall,2.0
Locality,,1.0,1,,Trade Centre Area,1.0
Locality,,1.0,1,,Trentham East,1.0
Locality,,2.0,2,,"Trident, Udyog Vihar",1.0
Locality,,1.0,1,,Trilokpuri,1.0
Locality,,1.0,1,,Tughlakabad Institutional Area,1.0
Locality,,5.0,5,,"Tulip Mall, Sector 48, Noida",1.0
Locality,,1.0,1,,"Twelve Picardy Place, New Town",1.0
Locality,,3.0,3,,"Two Horizon Center, Golf Course Road",1.0
Locality,,2.0,2,,Tybee Island,1.0
Locality,,1.0,1,,UB City,1.0
Locality,,1.0,1,,"UP Town Center, Diliman, Quezon City",1.0
Locality,,3.0,3,,Uday Park,1.0
Locality,,37.0,37,,Udyog Vihar,1.0
Locality,,2.0,2,,Ulubari,1.0
Locality,,2.0,2,,Umm Ghuwailina,1.0
Locality,,1.0,1,,Umm Hurair,1.0
Locality,,1.0,1,,Unit 4,1.0
Locality,,5.0,5,,"Unitech Cyber Park, Sector 39, Gurgaon",1.0
Locality,,25.0,25,,"Unitech Infospace, Sector 21, Gurgaon",1.0
Locality,,5.0,5,,"Unity One Mall, Janakpuri",1.0
Locality,,3.0,3,,University City,1.0
Locality,,2.0,2,,"Upper St Martin's Lane, Covent Garden",1.0
Locality,,1.0,1,,Urbandale,1.0
Locality,,1.0,1,,Urca,1.0
Locality,,2.0,2,,Usmanpura,1.0
Locality,,59.0,59,,Uttam Nagar,1.0
Locality,,5.0,5,,Uzan Bazaar,1.0
Locality,,2.0,2,,V & A Waterfront,1.0
Locality,,26.0,26,,"V3S Mall, Laxmi Nagar",1.0
Locality,,8.0,8,,Vadiwadi,1.0
Locality,,1.0,1,,Vagator,1.0
Locality,,2.0,2,,Vaishali Nagar,1.0
Locality,,20.0,20,,Valdosta,1.0
Locality,,23.0,23,,Vasant Kunj,1.0
Locality,,9.0,9,,"Vasant Square Mall, Vasant Kunj",1.0
Locality,,36.0,36,,Vasant Vihar,1.0
Locality,,2.0,2,,Vastrapur,1.0
Locality,,62.0,62,,Vasundhara Enclave,1.0
Locality,,3.0,3,,Velachery,1.0
Locality,,1.0,1,,"Venetian Village, Al Maqtaa",1.0
Locality,,1.0,1,,Vernonia,1.0
Locality,,1.0,1,,"Versova, Andheri West",1.0
Locality,,4.0,4,,Vesu,1.0
Locality,,1.0,1,,"Vibe by The LaLit Traveller, Mathura Road",1.0
Locality,,1.0,1,,Victor Harbor,1.0
Locality,,2.0,2,,"Victoria Wharf, V & A Waterfront",1.0
Locality,,1.0,1,,"Victoria, Rochor",1.0
Locality,,1.0,1,,Vidhyadhar Nagar,1.0
Locality,,15.333333333333334,46,,Vijay Nagar,3.0
Locality,,2.0,2,,Vikas Marg,1.0
Locality,,60.0,60,,Vikaspuri,1.0
Locality,,1.0,1,,Vila Maria,1.0
Locality,,1.0,1,,Vila Mariana,1.0
Locality,,1.0,1,,Vila Sï¿½ï¿½nia,1.0
Locality,,1.0,1,,Vile Parle East,1.0
Locality,,1.0,1,,"Villa Shanti, White Town",1.0
Locality,,1.0,1,,Viman Nagar,1.0
Locality,,1.0,1,,"Vinayak City Centre Mall, Civil Lines",1.0
Locality,,1.0,1,,Vineland Station,1.0
Locality,,2.0,2,,"Vivanta by Taj, Sector 44, Gurgaon",1.0
Locality,,36.0,36,,Vivek Vihar,1.0
Locality,,1.0,1,,Vivekanand Nagar,1.0
Locality,,7.0,7,,"Vyapar Kendra, Palam Vihar",1.0
Locality,,17.0,17,,"Vyapar Kendra, Sushant Lok",1.0
Locality,,1.0,1,,Vyttila,1.0
Locality,,7.0,7,,Waikiki,1.0
Locality,,1.0,1,,Wakad,1.0
Locality,,1.0,1,,"Walker's Court, Soho",1.0
Locality,,1.0,1,,Waltair Uplands,1.0
Locality,,9.0,9,,Warner Robins,1.0
Locality,,1.0,1,,"Waterfall Corner Mall, Midrand",1.0
Locality,,1.0,1,,"Waterglen Shopping Centre, Garsfontein",1.0
Locality,,3.0,3,,Waterkloof,1.0
Locality,,7.0,7,,Waterloo,1.0
Locality,,6.0,6,,Wazirpur,1.0
Locality,,1.0,1,,Weirton,1.0
Locality,,3.0,3,,Wellington Central,1.0
Locality,,2.0,2,,West Des Moines,1.0
Locality,,2.0,2,,"West End Mall, Janak Puri",1.0
Locality,,1.0,1,,"West Gate Mall, Rajouri Garden",1.0
Locality,,1.0,1,,West Park,1.0
Locality,,4.0,4,,West Patel Nagar,1.0
Locality,,1.0,1,,"Westend Mall, Rajguru Nagar",1.0
Locality,,3.0,3,,White Avenue,1.0
Locality,,8.0,8,,White Town,1.0
Locality,,1.0,1,,Winchester Bay,1.0
Locality,,1.0,1,,Windermere,1.0
Locality,,6.0,6,,Winter Park,1.0
Locality,,1.0,1,,"Woods Resort, Gurgaon",1.0
Locality,,2.0,2,,"World Trade Center Mall, Al Markaziya",1.0
Locality,,14.0,14,,"Worldmark 1, Aerocity",1.0
Locality,,1.0,1,,"Worldmark 3, Aerocity",1.0
Locality,,1.0,1,,Wynyard Quarter,1.0
Locality,,1.0,1,,YN Road,1.0
Locality,,1.0,1,,"Yas Mall, Yas Island",1.0
Locality,,1.0,1,,Ybor City,1.0
Locality,,1.0,1,,Yorkton,1.0
Locality,,25.0,25,,Yusuf Sarai,1.0
Locality,,1.0,1,,YÛ±ldÛ±zevler,1.0
Locality,,1.0,1,,"Z Square Mall, Mall Road",1.0
Locality,,14.0,14,,Zakir Nagar,1.0
Locality,,4.0,4,,Zoo Tiniali,1.0
Locality,,2.0,2,,"ibis New Delhi, Aerocity",1.0
Locality,,1.0,1,,ï¿½ayyolu,1.0
Locality,,3.0,3,,ï¿½guas Claras,1.0
Locality,,1.0,1,,ï¿½ukurambar,1.0
Locality,,1.0,1,,ï¿½ï¿½mitkï¿½_y,1.0
